21
0.000000;6.000000;4.690000;6.000000
14.370000;11.000000;14.370000;20.000000
35.630000;6.000000;39.760000;6.000000
14.370000;11.000000;22.500000;11.000000
45.310000;6.000000;50.000000;6.000000
27.500000;11.000000;35.620000;11.000000
9.690000;6.000000;14.370000;6.000000
0.000000;0.000000;22.500000;0.000000
0.000000;0.000000;0.000000;20.000000
0.000000;20.000000;22.530000;20.000000
50.000000;0.000000;50.000000;20.000000
27.500000;0.000000;50.000000;0.000000
14.370000;6.000000;14.370000;11.000000
35.620000;11.000000;35.620000;20.000000
35.620000;6.000000;35.620000;11.000000
27.470000;20.000000;50.000000;20.000000
0.000000;0.000000;50.000000;0.000000
50.000000;0.000000;50.000000;20.000000
0.000000;20.000000;50.000000;20.000000
0.000000;0.000000;0.000000;20.000000
15.000000;0.000000;20.000000;5.000000
